"id","q1","q2","q6_h","q6_m","q7_h","q7_m","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q8_88","q8_88_text","q8_90","q9_1","q9_2","q9_3","q9_4","q9_5","q9_6","q9_7","q9_8","q9_88","q9_88_text","q9_90","q10_1","q10_2","q10_3","q10_4","q10_5","q10_6","q10_7","q10_8","q10_9","q10_10","q10_88","q10_88_text","q10_90","q11_1","q11_2","q11_3","q11_4","q11_5","q11_6","q11_7","q11_8","q11_88","q11_88_text","q16","q17_01","q17_02","q18","q19_01","q19_02","q21a_6","q21a_6_text","q22_01_1","q22_02_1","q22_03_1","q22_04_1","q22_05_1","q23_01_1","q23_02_1","q23_03_1","q23_04_1","q23_05_1","q25_01_1","q25_02_1","q25_03_1","q25_04_1","q26_01_1","q26_02_1","q26_03_1","q27_1","q28_1","q28_2","q28_3","q28_4","q28_4_text","q28_5","q29_1","q29_2","q29_3","q29_4","q29_5","q29_5_text","q37a"
"2210205",2,40,2,30,0,20,1,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",5
"2210237",1,73,2,30,4,0,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,4,4,2,2,2,2,2,2,2,3,3,4,4,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2230106",1,72,10,0,2,0,1,1,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,1,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,2,2,2,2,1,1,1,2,2,1,1,1,1,4,3,3,2,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2230118",1,66,3,0,1,30,1,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,2,1,2,3,1,1,1,1,1,3,3,3,3,3,3,3,4,1,1,NA,NA,"",NA,1,1,NA,1,NA,"",5
"2230214",2,68,6,0,3,0,1,NA,1,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,4,1,3,4,1,1,1,1,1,1,1,4,3,4,4,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2310219",2,56,8,0,5,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,1,"未付費的平台",2,NA,NA,2,NA,NA,1,"已讀",2,2,2,2,2,1,1,1,1,1,1,2,1,1,3,3,3,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2310602N",1,82,8,0,4,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",5
"2310612N",2,56,0,0,16,0,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,2,4,1,3,1,1,1,1,1,3,2,3,3,4,3,3,2,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2340163",2,44,0,0,8,0,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,1,NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,2,3,2,3,1,1,1,1,1,3,3,3,3,4,4,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2340202",1,63,3,0,4,30,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,4,3,3,1,1,1,1,1,3,3,4,3,3,3,4,4,1,1,NA,NA,"",NA,1,NA,1,1,NA,"",5
"2340211",2,50,2,30,1,0,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,3,4,4,4,1,2,3,1,2,1,1,1,3,3,3,3,4,NA,1,NA,NA,"",NA,1,1,NA,1,NA,"",5
"2340213",2,62,1,0,6,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,2,3,3,1,1,1,1,1,1,2,1,4,4,3,5,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",5
"2350129",2,77,4,0,11,0,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,4,4,1,2,1,1,1,3,2,2,1,4,4,4,5,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",5
"2350132",2,84,7,0,3,30,1,1,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,2,3,3,3,1,1,2,1,1,2,1,2,2,3,3,2,3,1,NA,NA,NA,"",NA,NA,NA,NA,1,NA,"",5
"2350138",1,88,5,0,5,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,1,2,NA,NA,1,"已讀",4,4,4,4,4,3,1,1,2,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,"從來都不關注",NA,NA,NA,NA,NA,1,"無",5
"2350155",2,83,3,0,7,0,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,3,4,2,2,2,2,3,3,3,4,5,4,4,4,4,1,1,NA,NA,"",NA,1,1,1,1,NA,"",5
"2350203",2,58,3,50,2,30,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,1,"myVideo",2,NA,NA,2,NA,NA,1,"已讀",3,4,3,3,3,1,1,1,1,1,5,5,4,4,1,1,1,3,NA,1,NA,NA,"",NA,NA,NA,NA,NA,1,"沒有此情況",5
"2350211",1,58,3,30,3,30,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,3,4,3,3,1,1,1,2,1,2,2,3,3,3,3,3,4,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2350217",2,85,8,0,8,0,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,3,2,2,3,2,1,1,2,2,2,2,1,1,3,4,4,2,1,1,NA,NA,"",NA,NA,1,NA,1,NA,"",5
"2350218",2,69,1,0,7,0,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,1,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,3,2,4,1,1,1,1,2,1,3,3,1,4,3,4,2,NA,1,NA,NA,"",NA,NA,1,NA,1,NA,"",5
"2350225",2,85,8,0,5,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,1,"若名人不自我反省就會抵制，但是通常名人都會願意出來面對錯誤",NA,NA,NA,NA,1,NA,"",5
"2350237",2,73,10,0,6,0,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Microsoft Teams",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,4,4,3,4,2,2,2,1,2,1,1,1,1,3,3,4,4,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",5
"2360120",1,77,0,0,1,0,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,5,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",5
"2360149",1,86,0,0,8,0,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,"Discord, steam",NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,"Komica",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,2,NA,NA,1,"已讀",3,3,3,3,4,2,1,2,2,2,2,2,2,2,4,4,4,5,NA,1,NA,NA,"",NA,NA,NA,NA,NA,1,"發表錯誤資訊且不更改",5
"2360220",2,78,1,0,4,0,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,1,1,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,3,2,2,3,1,1,1,1,1,1,1,3,1,4,3,3,5,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",5
"2380128",1,68,4,0,2,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,"",NA,1,NA,1,NA,1,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,4,3,2,2,2,2,2,2,2,2,2,3,3,3,4,1,1,NA,NA,"",NA,1,NA,1,1,NA,"",5
"2380141",1,84,2,0,3,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,1,1,1,NA,1,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,2,3,3,3,1,2,2,1,2,2,1,4,3,3,3,3,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2380151",2,51,0,0,5,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,NA,"",NA,NA,NA,NA,NA,1,"不會抵制",5
"2380205",2,69,6,0,3,0,1,1,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,3,3,2,2,1,1,1,1,1,3,3,3,2,4,4,3,2,NA,1,NA,NA,"",NA,1,NA,NA,1,NA,"",5
"2380213",2,85,4,0,5,0,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,4,3,4,1,1,1,1,1,1,3,3,3,4,4,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2380215",2,72,10,0,8,0,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,3,2,3,3,1,1,2,2,3,2,2,2,2,4,4,4,2,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2380240",1,64,0,0,3,0,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,3,3,3,1,1,1,1,2,3,3,4,4,3,3,3,4,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",5
"2380246",2,77,0,0,3,0,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,3,4,2,1,2,1,2,3,2,3,3,4,4,4,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2410104",2,37,1,1,1,3,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,1,"用選票來抵制",NA,NA,NA,NA,NA,1,"選舉時不選他們",5
"2410158",2,81,9,0,5,30,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,3,4,1,1,2,1,1,1,1,1,1,4,4,4,4,1,1,NA,NA,"",NA,1,1,NA,1,NA,"",5
"2410169",1,73,0,45,3,0,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,1,NA,NA,NA,NA,1,"myVideo",1,2,1,2,NA,NA,1,"已讀",3,3,3,3,3,1,1,2,2,2,3,3,3,3,4,4,4,4,1,1,1,NA,"",NA,1,1,NA,1,NA,"",5
"2410216",2,63,6,30,6,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,1,1,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2410256",2,74,0,15,3,0,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,2,2,3,2,1,1,1,1,1,3,3,3,3,2,2,1,3,NA,1,NA,NA,"",NA,1,NA,NA,NA,NA,"",5
"2420103",2,68,15,0,4,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,NA,NA,1,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",2,3,3,2,3,1,1,1,1,2,3,3,3,3,4,3,3,4,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2420136",2,74,4,0,4,0,1,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,3,3,3,1,1,1,1,1,2,2,2,2,4,4,4,4,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",5
"2420147",2,77,7,0,5,30,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",1,1,1,2,NA,NA,1,"已讀",4,4,4,4,4,4,3,3,1,4,3,3,4,2,4,4,4,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2420222",2,79,7,0,5,0,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",1,1,1,2,NA,NA,1,"已讀",4,4,4,3,4,2,2,2,2,1,2,2,1,3,4,4,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2430102",2,82,8,0,1,30,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,2,NA,NA,1,"已讀",2,2,3,2,3,2,1,1,1,2,3,4,4,3,3,3,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2430117",2,90,1,0,14,0,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,4,4,3,3,4,2,3,1,3,4,3,3,3,4,4,4,1,1,NA,NA,NA,"",NA,NA,NA,NA,1,NA,"",5
"2430126",2,53,1,0,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,3,2,2,1,1,1,1,1,1,1,4,4,3,3,3,2,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2470120",2,72,0,0,6,30,1,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"HBO GO、Apple tv",2,NA,NA,2,NA,NA,1,"已讀",3,2,3,2,2,1,1,1,1,1,1,1,1,1,3,3,3,4,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2470234",1,62,0,30,1,0,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,3,4,3,4,1,1,1,1,1,2,2,2,2,3,3,3,2,1,1,NA,NA,"",NA,1,1,NA,1,NA,"",5
"2510203",2,70,2,0,2,0,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,3,3,3,1,1,1,1,1,3,1,3,1,3,3,3,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2600110",2,89,2,0,5,0,1,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"",NA,1,NA,1,NA,1,NA,NA,NA,NA,"",1,1,1,2,NA,NA,1,"已讀",3,3,3,3,3,3,2,2,2,3,2,4,2,4,3,3,4,2,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",5
"2600114",2,78,5,0,3,0,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,1,"KKBOX.廣播電台",2,NA,NA,2,NA,NA,1,"已讀",3,2,2,3,2,1,1,1,2,1,1,1,2,2,3,3,4,3,1,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"我沒有特別抵制過呢",5
"2600127",1,71,2,0,1,0,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,"叮叮",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,2,NA,NA,1,"已讀",4,4,4,3,4,1,1,1,2,3,2,2,1,1,4,4,4,5,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",5
"2600133",1,66,0,0,2,0,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,4,4,4,1,1,1,NA,"",NA,NA,1,NA,1,NA,"",5
"2600201",2,72,9,0,3,0,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,3,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",5
"2600221",2,71,0,0,2,0,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,3,2,3,1,1,1,1,1,3,3,2,2,2,2,2,2,1,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"從來沒有",5
"2600229",2,67,2,0,3,0,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,4,2,4,2,1,1,1,2,2,3,3,3,3,3,3,2,NA,1,NA,NA,"",NA,1,NA,NA,NA,NA,"",5
"2620109",1,33,0,0,3,0,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,3,4,3,3,1,1,1,2,1,3,3,3,5,2,3,4,4,NA,1,NA,NA,"",NA,NA,1,NA,1,NA,"",5
"2620123",2,75,0,0,6,30,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,4,4,4,4,1,1,2,1,1,3,3,3,3,3,3,3,3,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",5
"2620219",2,81,5,0,2,0,1,1,1,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,2,NA,NA,1,"已讀",3,2,3,2,3,2,2,2,2,2,1,1,1,1,3,3,3,4,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",5
"3001101",2,80,1,30,4,30,1,1,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,2,2,NA,NA,1,"已讀",4,3,3,3,3,2,2,1,2,2,1,2,1,2,4,4,4,3,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",5
